股票代码,起始价格,结束价格,区间涨跌幅(%),最大回撤(%),年化波动率(%)
600600,76.87,77.75,1.1447899050344676,36.60714285714286,34.51183967425522
002461,8.16,10.09,23.651960784313722,31.700288184438037,27.500675427825293
000729,9.83,12.52,27.365208545269574,38.22861468584406,29.368393943325806
600573,9.22,11.07,20.06507592190889,27.917026793431294,28.383614901072256
